,Customer ID,Gender,Age,Married,Number of Dependents,City,Population,Satisfaction Score,Quarter,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category
5243,2034-CGRHZ,Male,70.0,No,0.0,Glendale,14493,4.0,Q3,0.0,55.0,nan,Yes,nan,Yes,nan,nan,10.0,Yes,Yes,Yes,Yes,nan,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,116.5,6382.55,0.0,0.0,1611.5,7994.05,nan
5244,4524-QCSSM,Female,nan,Yes,0.0,San Jose,45257,nan,Q3,3.0,62.0,Offer B,Yes,42.68,Yes,Yes,Fiber Optic,51.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,nan,113.95,6891.4,0.0,0.0,2646.16,9537.56,0
5245,6296-DDOOR,nan,36.0,No,0.0,San Diego,27959,4.0,Q3,0.0,51.0,nan,Yes,nan,nan,Yes,Fiber Optic,7.0,No,No,nan,No,Yes,Yes,Yes,Yes,nan,No,Credit Card,87.55,nan,0.0,0.0,732.87,5208.77,0
5246,5843-TTHGI,Male,80.0,No,0.0,nan,49242,3.0,Q3,0.0,1.0,None,Yes,28.49,Yes,nan,Fiber Optic,18.0,No,No,No,No,No,nan,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.35,75.35,0.0,0.0,28.49,103.84,3
5247,8755-IWJHN,Male,53.0,Yes,0.0,San Luis Obispo,31982,3.0,Q3,5.0,nan,None,No,0.0,No,Yes,DSL,30.0,Yes,nan,Yes,No,Yes,Yes,Yes,Yes,One Year,nan,nan,53.15,1930.9,0.0,0.0,0.0,1930.9,nan
5248,9480-BQJEI,Female,25.0,Yes,0.0,Monte Rio,1537,3.0,Q3,0.0,72.0,None,Yes,21.96,Yes,Yes,Fiber Optic,59.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,nan,Bank Withdrawal,105.5,7544.0,0.0,0.0,1581.12,9125.12,0
5249,5327-CNLUQ,Female,37.0,No,nan,nan,nan,nan,Q3,0.0,8.0,Offer E,Yes,8.73,Yes,Yes,DSL,nan,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,nan,573.15,0.0,0.0,69.84,642.99,nan
5250,5233-GEEAX,Male,56.0,No,0.0,Reseda,68018,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
5251,7471-MQPOS,Male,70.0,Yes,3.0,Fresno,13858,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
5252,2462-XIIJB,nan,nan,nan,nan,nan,nan,nan,nan,0.0,8.0,None,No,0.0,No,Yes,Cable,4.0,Yes,nan,nan,nan,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,44.55,343.45,nan,0.0,0.0,343.45,0
5253,9153-BTBVV,Male,47.0,Yes,1.0,San Rafael,28403,3.0,nan,9.0,nan,None,Yes,24.08,No,Yes,Fiber Optic,nan,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,111.95,8033.1,0.0,0.0,1733.7599999999998,9766.86,nan
5254,5318-IXUZF,Male,nan,No,nan,San Ardo,670,3.0,nan,0.0,43.0,Offer B,Yes,36.78,nan,Yes,Fiber Optic,59.0,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,nan,Credit Card,90.65,nan,0.0,0.0,nan,5463.84,nan
5255,0953-LGOVU,Female,34.0,No,0.0,nan,nan,1.0,nan,0.0,4.0,Offer E,nan,5.63,No,Yes,nan,18.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,nan,396.3,nan,0.0,22.52,418.82,nan
5256,3716-UVSPD,nan,69.0,No,0.0,Vallejo,51665,4.0,Q3,nan,62.0,nan,Yes,19.52,Yes,Yes,Fiber Optic,3.0,No,nan,No,No,Yes,nan,No,Yes,nan,No,Bank Withdrawal,84.45,4959.15,0.0,0.0,1210.24,6169.3899999999985,nan
5257,1951-IEYXM,Female,56.0,Yes,2.0,Wilton,5889,5.0,Q3,4.0,70.0,Offer A,Yes,33.25,Yes,nan,Fiber Optic,15.0,Yes,Yes,Yes,nan,nan,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.05,7869.05,0.0,0.0,2327.5,nan,0
5258,0689-DSXGL,Male,54.0,No,3.0,Greenville,2064,4.0,Q3,0.0,29.0,Offer C,Yes,2.0,No,No,None,nan,No,No,No,No,No,nan,nan,nan,One Year,No,Mailed Check,19.85,nan,0.0,0.0,58.0,593.05,0
5259,5858-EAFCZ,Male,73.0,No,0.0,Torrance,41979,4.0,Q3,0.0,33.0,Offer C,Yes,3.15,Yes,No,None,0.0,nan,No,No,No,No,No,No,nan,One Year,Yes,nan,24.9,847.8,0.0,0.0,103.95,nan,0
5260,4102-OQUPX,Female,26.0,Yes,0.0,Blythe,24659,3.0,nan,0.0,27.0,Offer C,Yes,39.67,No,Yes,Fiber Optic,59.0,No,Yes,No,nan,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.1,2093.4,30.14,0.0,nan,3134.350000000001,nan
5261,2931-XIQBR,nan,44.0,nan,2.0,La Mesa,24005,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5262,6599-CEBNN,nan,45.0,Yes,0.0,Valencia,24977,3.0,Q3,1.0,59.0,None,Yes,20.78,Yes,Yes,nan,26.0,No,No,Yes,nan,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,nan,5386.5,36.07,0.0,1226.02,6576.450000000002,0
5263,4143-HHPMK,Female,31.0,nan,2.0,Inglewood,13779,3.0,Q3,0.0,64.0,nan,Yes,27.74,nan,Yes,Fiber Optic,12.0,Yes,No,No,Yes,No,No,No,Yes,nan,Yes,Bank Withdrawal,86.8,5327.25,0.0,0.0,1775.36,7102.61,0
5264,5443-SCMKX,Male,38.0,Yes,1.0,Los Angeles,58218,5.0,Q3,2.0,nan,None,nan,36.21,No,Yes,Fiber Optic,22.0,No,Yes,Yes,Yes,Yes,Yes,nan,Yes,One Year,nan,Bank Withdrawal,103.4,5236.4,0.0,0.0,1810.5,7046.9,nan
5265,8404-VLQFB,Female,59.0,No,0.0,San Diego,34902,3.0,Q3,0.0,nan,Offer E,Yes,36.63,No,No,None,0.0,No,No,nan,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.9,19.9,0.0,nan,nan,56.53,1
5266,2533-TIBIX,Male,43.0,Yes,3.0,San Francisco,33122,nan,nan,5.0,55.0,None,Yes,36.23,No,No,None,0.0,No,No,nan,No,No,No,No,No,One Year,No,Credit Card,19.5,1026.35,0.0,0.0,1992.65,3019.0,0
5267,7606-BPHHN,Female,55.0,Yes,0.0,Arcata,19596,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5268,4183-WCSEP,Female,57.0,No,0.0,Litchfield,385,3.0,nan,0.0,71.0,Offer A,Yes,2.93,Yes,nan,Fiber Optic,10.0,Yes,Yes,Yes,nan,Yes,Yes,Yes,Yes,Two Year,Yes,nan,106.75,7283.25,0.0,0.0,nan,nan,0
5269,4712-AUQZO,Female,41.0,No,0.0,nan,nan,nan,Q3,0.0,2.0,None,Yes,5.11,No,Yes,Fiber Optic,6.0,No,nan,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.75,nan,nan,nan,10.22,169.67,1
5270,9576-ANLXO,Female,31.0,No,0.0,Corona,13188,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
5271,9402-ROUMJ,Male,60.0,Yes,0.0,Desert Hot Springs,22796,5.0,Q3,3.0,23.0,None,Yes,36.14,No,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.3,486.2,0.0,0.0,831.22,1317.42,nan
5272,4431-EDMIQ,Male,nan,Yes,0.0,South Dos Palos,343,3.0,Q3,1.0,60.0,nan,Yes,33.25,nan,Yes,Fiber Optic,52.0,No,Yes,nan,No,Yes,No,Yes,Yes,One Year,No,Bank Withdrawal,90.95,5453.4,0.0,0.0,1995.0,7448.4,5
5273,5215-LNLDJ,Male,55.0,nan,3.0,Glendale,21990,nan,nan,0.0,25.0,None,Yes,3.07,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.8,nan,21.81,0.0,76.75,515.14,nan
5274,4616-ULAOA,Male,20.0,Yes,0.0,Tehama,405,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
5275,2115-BFTIW,Male,79.0,No,0.0,nan,nan,1.0,Q3,0.0,45.0,None,Yes,10.67,No,Yes,DSL,nan,Yes,No,Yes,No,No,Yes,No,Yes,One Year,No,Credit Card,62.7,2791.5,0.0,0.0,480.15,3271.65,2
5276,6253-GNHWH,nan,nan,nan,nan,Santa Maria,30540,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5277,8205-OTCHB,Male,24.0,No,0.0,La Mirada,47568,5.0,Q3,0.0,15.0,None,Yes,9.97,Yes,Yes,Fiber Optic,47.0,No,Yes,No,Yes,No,Yes,Yes,Yes,nan,No,Bank Withdrawal,95.7,1451.1,0.0,0.0,149.55,1600.65,nan
5278,6322-HRPFA,Female,65.0,No,0.0,nan,nan,3.0,Q3,0.0,50.0,None,Yes,47.99,Yes,nan,nan,22.0,Yes,Yes,No,nan,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.4,4113.7,0.0,0.0,2399.5,6513.2,nan
5279,9714-EDSUC,nan,25.0,Yes,0.0,Lemon Grove,24961,3.0,Q3,1.0,46.0,nan,Yes,44.74,Yes,Yes,DSL,82.0,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,nan,Bank Withdrawal,nan,2459.8,0.0,0.0,2058.04,4517.84,0
5280,1587-FKLZB,Male,49.0,No,0.0,Paicines,813,4.0,nan,0.0,1.0,None,Yes,5.93,nan,Yes,Fiber Optic,19.0,No,No,No,nan,Yes,No,No,No,Month-to-Month,nan,Bank Withdrawal,nan,nan,0.0,60.0,5.93,146.48000000000005,0
5281,7298-IZWLY,Female,51.0,nan,3.0,Irvine,2762,5.0,Q3,nan,nan,Offer C,Yes,20.6,No,No,None,0.0,nan,No,No,No,No,No,nan,No,Two Year,Yes,Credit Card,nan,490.65,0.0,0.0,494.4,985.05,nan
5282,8749-CLJXC,Female,28.0,No,nan,nan,54382,5.0,Q3,0.0,1.0,None,Yes,10.21,nan,No,None,nan,No,nan,nan,nan,No,nan,No,No,nan,No,nan,20.9,nan,nan,0.0,10.21,nan,0
5283,2569-WGERO,Female,40.0,Yes,2.0,Ukiah,30988,4.0,Q3,9.0,51.0,Offer B,Yes,29.56,Yes,nan,nan,27.0,No,No,No,Yes,No,nan,nan,Yes,Month-to-Month,Yes,Bank Withdrawal,nan,4116.9,0.0,0.0,1507.56,5624.459999999999,0
5284,7695-PKLCZ,nan,56.0,No,nan,San Bernardino,53636,3.0,Q3,0.0,9.0,None,nan,40.74,No,No,None,0.0,No,nan,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,178.8,0.0,0.0,366.66,545.46,0
5285,2585-KTFRE,nan,56.0,No,0.0,Fontana,29847,5.0,Q3,0.0,51.0,Offer B,nan,nan,Yes,No,None,0.0,No,No,No,No,No,No,No,nan,Two Year,No,Bank Withdrawal,24.95,1288.0,0.0,0.0,2261.85,3549.85,0
5286,0057-QBUQH,Female,nan,nan,0.0,Lebec,1247,3.0,Q3,0.0,3.0,None,Yes,12.5,No,nan,Fiber Optic,4.0,No,No,nan,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.75,238.1,38.84,nan,37.5,236.76,0
5287,5724-BIDBU,Female,24.0,Yes,nan,El Centro,43712,nan,Q3,4.0,26.0,None,No,0.0,No,Yes,DSL,51.0,Yes,No,Yes,No,No,No,No,nan,One Year,No,Credit Card,35.4,978.6,0.0,0.0,0.0,978.6,0
5288,6728-VOIFY,nan,nan,nan,nan,nan,74232,nan,Q3,nan,53.0,nan,Yes,16.43,nan,Yes,Fiber Optic,29.0,No,No,No,No,Yes,No,nan,Yes,Month-to-Month,No,Bank Withdrawal,nan,4517.25,0.0,0.0,870.79,5388.04,5
5289,7801-KICAO,Female,76.0,No,nan,Fallbrook,42239,3.0,Q3,0.0,3.0,None,Yes,30.14,nan,Yes,DSL,6.0,No,No,No,No,No,nan,No,No,Month-to-Month,No,nan,45.0,127.1,nan,nan,90.42,227.52,1
5290,0973-KYVNF,Male,61.0,No,0.0,Whittier,37887,nan,Q3,0.0,46.0,Offer B,Yes,30.25,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,nan,20.05,nan,0.0,nan,1391.5,2293.5,0
5291,2927-CVULT,nan,19.0,No,0.0,nan,9805,3.0,Q3,0.0,46.0,Offer B,Yes,42.44,No,Yes,Fiber Optic,69.0,No,No,Yes,No,No,No,No,Yes,nan,Yes,Credit Card,74.8,3548.3,0.0,0.0,nan,5500.54,0
5292,7159-FVYPK,Male,20.0,No,0.0,nan,54876,3.0,Q3,0.0,3.0,None,Yes,nan,No,Yes,DSL,nan,Yes,No,No,nan,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.15,160.85,0.0,0.0,52.26000000000001,213.11,0
5293,6595-YGXIT,nan,nan,nan,nan,nan,3070,1.0,Q3,8.0,43.0,Offer B,Yes,31.25,Yes,Yes,Fiber Optic,20.0,No,Yes,nan,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,101.0,4388.4,0.0,150.0,1343.75,nan,nan
5294,9170-CCKOU,Male,52.0,Yes,2.0,Moreno Valley,46214,3.0,Q3,10.0,70.0,None,Yes,49.67,No,Yes,nan,19.0,nan,Yes,nan,Yes,Yes,No,nan,Yes,Two Year,Yes,Credit Card,101.1,nan,0.0,0.0,3476.9,10471.7,0
5295,6705-LNMDD,Female,38.0,No,0.0,Alameda,nan,nan,Q3,0.0,12.0,None,Yes,18.12,No,nan,None,0.0,No,No,No,No,No,No,No,nan,Month-to-Month,No,Credit Card,19.45,246.25,0.0,0.0,217.44,nan,0
5296,7711-GQBZC,Female,45.0,No,0.0,nan,nan,nan,Q3,0.0,29.0,None,Yes,1.02,No,Yes,DSL,nan,Yes,Yes,Yes,No,No,Yes,Yes,nan,Month-to-Month,Yes,Bank Withdrawal,nan,nan,0.0,0.0,29.58,2000.08,1
5297,9415-DPEWS,Female,59.0,Yes,3.0,Brooks,382,5.0,Q3,3.0,22.0,Offer D,Yes,4.67,Yes,Yes,nan,nan,No,No,No,No,No,No,No,Yes,Month-to-Month,nan,Bank Withdrawal,75.8,1615.1,0.0,0.0,102.74,1717.84,nan
5298,7105-MXJLL,nan,44.0,No,0.0,nan,nan,3.0,nan,0.0,1.0,None,Yes,nan,No,Yes,DSL,12.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,54.75,54.75,0.0,0.0,13.01,67.76,nan
5299,7876-DNYAP,Male,59.0,Yes,0.0,nan,15140,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
5300,9053-EJUNL,Female,44.0,Yes,3.0,Palos Verdes Peninsula,24979,4.0,Q3,7.0,nan,None,Yes,22.65,No,Yes,nan,25.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,44.1,2413.05,0.0,150.0,1313.6999999999996,3876.75,nan
5301,1427-VERSM,Female,42.0,No,0.0,Fillmore,16013,3.0,nan,0.0,40.0,None,nan,22.89,nan,No,None,0.0,No,nan,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.6,827.3,0.0,0.0,915.6,1742.9,nan
5302,0781-LKXBR,nan,nan,nan,nan,Stockton,6951,nan,Q3,0.0,10.0,Offer D,Yes,40.22,No,Yes,Fiber Optic,41.0,No,No,Yes,No,nan,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.9,nan,0.0,0.0,402.2,1451.05,nan
5303,0872-NXJYS,nan,59.0,Yes,2.0,Oakland,11702,nan,Q3,3.0,nan,None,Yes,15.06,No,Yes,DSL,11.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.05,nan,0.0,0.0,587.34,2653.34,0
5304,1449-XQEMT,Male,22.0,No,1.0,nan,35109,3.0,Q3,0.0,2.0,Offer E,Yes,43.93,No,Yes,nan,59.0,No,No,No,No,No,nan,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,108.65,0.0,0.0,87.86,196.51,0
5305,6664-FPDAC,Female,40.0,nan,nan,San Francisco,nan,5.0,Q3,4.0,44.0,Offer B,Yes,24.71,Yes,nan,Fiber Optic,27.0,No,Yes,Yes,No,No,Yes,Yes,No,One Year,nan,nan,94.4,4295.35,0.0,40.0,1087.24,5422.59,0
5306,5766-ZJYBB,Female,19.0,nan,2.0,Plymouth,2220,4.0,Q3,nan,67.0,Offer A,Yes,18.74,Yes,Yes,Fiber Optic,59.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.6,7244.7,0.0,0.0,nan,8500.279999999999,nan
5307,8761-NSOBC,Female,nan,No,nan,Los Angeles,64672,3.0,Q3,nan,11.0,None,Yes,27.57,Yes,Yes,Cable,18.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.85,1105.4,0.0,0.0,303.27,1408.67,nan
5308,9453-PATOS,Female,52.0,No,0.0,Temecula,nan,2.0,Q3,0.0,39.0,Offer C,Yes,34.74,Yes,Yes,nan,nan,No,nan,Yes,No,nan,Yes,Yes,Yes,Month-to-Month,nan,Bank Withdrawal,103.45,3994.45,0.0,0.0,nan,5349.31,1
5309,2712-SYWAY,nan,44.0,No,0.0,Aromas,3373,3.0,nan,0.0,5.0,Offer E,Yes,40.15,Yes,Yes,Fiber Optic,19.0,No,No,No,No,Yes,Yes,Yes,nan,Month-to-Month,Yes,Bank Withdrawal,94.85,462.8,0.0,nan,200.75,663.55,3
5310,9507-HSMMZ,nan,nan,nan,nan,Dublin,29636,5.0,Q3,0.0,1.0,Offer E,nan,5.32,No,nan,None,0.0,nan,No,No,No,nan,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,19.75,0.0,0.0,5.32,25.07,0
5311,0680-DFNNY,nan,nan,nan,nan,Trinidad,2369,1.0,Q3,1.0,33.0,None,Yes,11.32,Yes,nan,Fiber Optic,12.0,No,nan,Yes,No,Yes,nan,Yes,nan,Month-to-Month,nan,Bank Withdrawal,104.4,nan,0.0,0.0,373.56,3783.16,2
5312,5469-CTCWN,Male,nan,No,0.0,Palmdale,67232,4.0,Q3,0.0,68.0,None,No,0.0,No,Yes,DSL,nan,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,39.9,2796.35,0.0,0.0,0.0,2796.35,nan
5313,5382-TEMLV,nan,nan,nan,nan,Surfside,174,3.0,nan,nan,56.0,None,Yes,7.31,Yes,Yes,DSL,76.0,Yes,Yes,No,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal,68.75,3815.4,nan,nan,409.36,4334.76,0
5314,1407-DIGZV,Male,23.0,Yes,3.0,Moss Beach,3064,5.0,Q3,1.0,37.0,Offer C,Yes,nan,nan,nan,Fiber Optic,51.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,91.2,nan,0.0,0.0,1591.37,nan,0
5315,5296-BFCYD,Male,39.0,No,nan,Alleghany,118,4.0,Q3,0.0,nan,None,Yes,8.01,No,No,None,0.0,nan,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,122.0,0.0,0.0,40.05,162.05,0
5316,4830-FAXFM,Male,37.0,Yes,0.0,Valencia,17846,nan,Q3,4.0,6.0,None,Yes,47.29,Yes,No,None,nan,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,25.1,171.0,nan,0.0,283.74,nan,0
5317,5044-XDPYX,Male,38.0,Yes,nan,Valley Ford,nan,4.0,Q3,1.0,nan,None,Yes,13.67,Yes,nan,None,0.0,No,No,No,No,nan,No,nan,No,Two Year,No,Bank Withdrawal,25.45,809.25,0.0,0.0,478.45,nan,0
5318,6908-VVYHM,Female,nan,No,nan,nan,nan,4.0,Q3,0.0,3.0,None,Yes,41.38,No,nan,DSL,5.0,nan,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.2,140.4,0.0,0.0,124.14,264.54,0
5319,5404-GGUKR,Male,33.0,Yes,0.0,Fields Landing,228,1.0,Q3,nan,3.0,None,Yes,nan,Yes,Yes,Fiber Optic,17.0,No,No,No,Yes,No,No,No,nan,Month-to-Month,nan,Bank Withdrawal,79.65,251.75,0.0,0.0,129.81,nan,1
5320,5949-HGVJL,Male,36.0,Yes,0.0,nan,23146,nan,Q3,10.0,8.0,Offer E,Yes,19.0,No,nan,Cable,nan,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.75,445.85,0.0,0.0,152.0,597.85,0
5321,3795-GWTRD,Male,46.0,No,0.0,nan,33300,nan,Q3,0.0,1.0,None,Yes,5.02,No,No,None,0.0,No,No,No,No,No,nan,No,No,Month-to-Month,No,Credit Card,19.05,nan,0.0,nan,5.02,24.07,0
5322,1960-UOTYM,Female,38.0,Yes,3.0,nan,nan,4.0,Q3,5.0,nan,None,nan,18.86,Yes,No,None,0.0,No,No,No,nan,No,No,No,No,Two Year,No,Bank Withdrawal,24.3,821.6,0.0,0.0,660.1,1481.7,0
5323,9992-UJOEL,nan,74.0,Yes,3.0,Live Oak,8695,5.0,Q3,4.0,23.0,None,nan,2.03,No,nan,Fiber Optic,53.0,No,Yes,Yes,nan,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,nan,2130.55,nan,0.0,46.69,2177.24,nan
5324,3863-QSTYI,Male,25.0,Yes,1.0,nan,nan,nan,Q3,1.0,nan,None,No,0.0,No,Yes,DSL,69.0,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,54.3,2317.1,0.0,10.0,0.0,2327.1,0
5325,0804-XBFBV,Male,nan,Yes,1.0,Los Angeles,47143,4.0,Q3,nan,64.0,None,No,0.0,No,Yes,DSL,19.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,nan,Bank Withdrawal,nan,3845.45,nan,0.0,0.0,3845.45,0
5326,3566-VVORZ,nan,nan,nan,nan,Chino,75319,4.0,Q3,0.0,9.0,None,Yes,4.02,No,No,None,0.0,No,No,No,No,No,No,nan,No,One Year,Yes,Bank Withdrawal,19.9,164.6,0.0,0.0,36.17999999999999,nan,nan
5327,7032-LMBHI,nan,75.0,Yes,0.0,nan,nan,1.0,Q3,1.0,nan,Offer E,Yes,21.43,nan,Yes,Fiber Optic,12.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.55,646.85,0.0,0.0,150.01,796.86,nan
5328,2580-ATZSQ,nan,nan,nan,nan,Los Angeles,45025,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
5329,9929-PLVPA,Female,nan,No,nan,Blocksburg,199,3.0,Q3,0.0,28.0,None,nan,38.97,No,Yes,Cable,3.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.55,1646.45,0.0,nan,1091.16,2737.61,nan
5330,4709-LKHYG,Male,57.0,Yes,1.0,Oceano,7435,4.0,Q3,1.0,60.0,Offer B,Yes,2.83,Yes,Yes,Fiber Optic,19.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.75,5969.95,0.0,0.0,169.8,6139.75,nan
5331,4032-RMHCI,Male,nan,nan,0.0,Piercy,200,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
5332,5846-NEQVZ,nan,nan,nan,nan,San Francisco,nan,4.0,Q3,0.0,1.0,None,Yes,26.15,No,nan,DSL,nan,No,No,No,No,nan,No,No,Yes,Month-to-Month,Yes,Credit Card,44.0,44.0,0.0,0.0,26.15,70.15,0
5333,5445-PZWGX,Male,60.0,No,nan,Irvine,2762,3.0,Q3,nan,nan,nan,Yes,18.54,Yes,Yes,DSL,26.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,87.1,nan,0.0,80.0,1001.16,5816.36,0
5334,2640-LYMOV,Female,64.0,Yes,3.0,Volcano,1273,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5335,5951-AOFIH,Female,36.0,Yes,nan,Los Angeles,29299,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5336,8792-AOROI,Female,23.0,No,0.0,Santa Monica,5221,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
5337,0739-UUAJR,Female,30.0,No,0.0,Palm Desert,29340,3.0,Q3,0.0,39.0,Offer C,Yes,1.57,No,nan,None,0.0,No,No,No,No,No,No,No,No,nan,No,Mailed Check,20.15,826.0,25.92,0.0,61.23,861.3100000000002,0
5338,5275-PMFUT,Male,64.0,No,nan,Diamond Springs,4426,1.0,Q3,0.0,1.0,None,Yes,24.48,Yes,Yes,Fiber Optic,24.0,No,Yes,No,No,No,No,No,Yes,nan,Yes,Bank Withdrawal,79.15,79.15,0.0,0.0,24.48,103.63,1
5339,4422-QVIJA,nan,nan,nan,nan,Willows,8812,3.0,nan,4.0,24.0,nan,Yes,27.38,No,No,None,nan,No,No,nan,No,No,No,No,No,Two Year,No,Credit Card,19.75,483.15,16.56,0.0,657.12,nan,0
5340,3685-YLCMQ,Female,25.0,No,0.0,Los Angeles,nan,nan,Q3,0.0,12.0,Offer D,Yes,8.82,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.1,223.6,0.0,nan,105.84,329.44,0
5341,4228-ZGYUW,Female,22.0,No,0.0,Fresno,47999,3.0,Q3,nan,63.0,Offer B,nan,8.38,Yes,Yes,nan,59.0,nan,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,nan,6137.0,0.0,nan,nan,6664.940000000001,nan
